IFID,pairID,Relation,ClusterID,CFID,SpaceGroup,CrystForm,PdbID,DomainInterfaceID,SurfaceArea,InterfaceUnit,ChainPfamArch,InAsu,InPdb,InPisa,ASU,PDBBA,PDBBAID,PISABA,PISABAID,UnpCode,#CfgCluster,#EntryCluster,MinSeqIdentity,#CfgRelation,#EntryRelation,#EntryHomo,#EntryHetero,#EntryIntra,ClusterInterface,MediumSurfaceArea,Name,Species,chainA,chainB
IF805,(AdenylateSensor)(AMPKBI),1509,1,14,P 61 2 2,ABC(1),6e4t,3,1315.65,AB,(Pkinase)_(UBA_2)_(AdenylateSensor);(AMPK1_CBM)_(AMPKBI),1,0,1,ABC,ABC,1,A2B2C2,1,AAPK1_RAT;AAKB1_RAT,,,,,,,,,,,"AMPK SUBUNIT ALPHA-1,ACETYL-COA CARBOXYLASE KINASE,ACACA KINASE,HYDROXYMETHYLGLUTARYL-COA REDUCTASE KINASE,HMGCR KINASE,TAU-PROTEIN KINASE PRKAA1,AMPK SUBUNIT ALPHA-1,ACETYL-COA CARBOXYLASE KINASE,ACACA KINASE,HYDROXYMETHYLGLUTARYL-COA REDUCTASE KINASE,HMGCR KINASE,TAU-PROTEIN KINASE PRKAA1;AMPKB,5''-AMP-ACTIVATED PROTEIN KINASE 40 KDA SUBUNIT",Rattus norvegicus;Rattus norvegicus,B,A
IF806,(AdenylateSensor)(AMPKBI),1509,1,14,P 61 2 2,ABC(1),6e4u,3,1317.75,AB,(Pkinase)_(UBA_2)_(AdenylateSensor);(AMPK1_CBM)_(AMPKBI),1,0,1,ABC,ABC,1,A2B2C2,1,AAPK1_RAT;AAKB1_RAT,,,,,,,,,,,"AMPK SUBUNIT ALPHA-1,ACETYL-COA CARBOXYLASE KINASE,ACACA KINASE,HYDROXYMETHYLGLUTARYL-COA REDUCTASE KINASE,HMGCR KINASE,TAU-PROTEIN KINASE PRKAA1,AMPK SUBUNIT ALPHA-1,ACETYL-COA CARBOXYLASE KINASE,ACACA KINASE,HYDROXYMETHYLGLUTARYL-COA REDUCTASE KINASE,HMGCR KINASE,TAU-PROTEIN KINASE PRKAA1;AMPKB,5''-AMP-ACTIVATED PROTEIN KINASE 40 KDA SUBUNIT",Rattus norvegicus;Rattus norvegicus,B,A
IF807,(AdenylateSensor)(AMPKBI),1509,1,14,P 61 2 2,ABC(1),6e4w,3,1388.75,AB,(Pkinase)_(UBA_2)_(AdenylateSensor);(AMPK1_CBM)_(AMPKBI),1,0,1,ABC,ABC,1,ABC,1,AAPK1_RAT;AAKB1_RAT,,,,,,,,,,,"AMPK SUBUNIT ALPHA-1,ACETYL-COA CARBOXYLASE KINASE,ACACA KINASE,HYDROXYMETHYLGLUTARYL-COA REDUCTASE KINASE,HMGCR KINASE,TAU-PROTEIN KINASE PRKAA1;AMPKB,5''-AMP-ACTIVATED PROTEIN KINASE 40 KDA SUBUNIT",Rattus norvegicus;Rattus norvegicus,B,A
IF799,(AdenylateSensor)(AMPKBI),1509,1,17,P 1(EMI),ABCDEFG(1),7jhg,1,1028.95,AB,(Pkinase)_(AdenylateSensor);(AMPK1_CBM)_(AMPKBI),1,1,0,ABCDEFG,ABCDEFG,1,-,-1,AAPK1_HUMAN;AAKB2_HUMAN,,,,,,,,,,,"AMPK SUBUNIT ALPHA-1,ACETYL-COA CARBOXYLASE KINASE,ACACA KINASE,HYDROXYMETHYLGLUTARYL-COA REDUCTASE KINASE,HMGCR KINASE,TAU-PROTEIN KINASE PRKAA1;AMPK SUBUNIT BETA-2",Homo sapiens;Homo sapiens,B,A
IF795,(AdenylateSensor)(AMPKBI),1509,1,18,P 1(EMI),ABCDEFG(2),7jhh,1,1016.65,AB,(Pkinase)_(AdenylateSensor);(AMPK1_CBM)_(AMPKBI),1,1,0,ABCDEFG,ABCDEFG,1,-,-1,AAPK1_HUMAN;AAKB2_HUMAN,,,,,,,,,,,"AMPK SUBUNIT ALPHA-1,ACETYL-COA CARBOXYLASE KINASE,ACACA KINASE,HYDROXYMETHYLGLUTARYL-COA REDUCTASE KINASE,HMGCR KINASE,TAU-PROTEIN KINASE PRKAA1;AMPK SUBUNIT BETA-2",Homo sapiens;Homo sapiens,B,A
IF794,(AdenylateSensor)(AMPKBI),1509,1,16,P 32 2 1,ABCD,7jij,4,880,AB,(Pkinase)_(AdenylateSensor);(AMPK1_CBM)_(AMPKBI),1,1,1,ABCD,ABCD,1,ABC,1,AAPK1_HUMAN;AAKB2_HUMAN,,,,,,,,,,,"AMPK SUBUNIT ALPHA-1,ACETYL-COA CARBOXYLASE KINASE,ACACA KINASE,HYDROXYMETHYLGLUTARYL-COA REDUCTASE KINASE,HMGCR KINASE,TAU-PROTEIN KINASE PRKAA1;AMPK SUBUNIT BETA-2",Homo sapiens;Homo sapiens,B,A
IF793,(AdenylateSensor)(AMPKBI),1509,1,19,P 1(EMI),ABCDEFG(3),7m74,1,945.3,AB,(Pkinase)_(AdenylateSensor);(AMPK1_CBM)_(AMPKBI),1,1,0,ABCDEFG,ABCDEFG,1,-,-1,AAPK1_HUMAN;AAKB2_HUMAN,,,,,,,,,,,5''-AMP-activated protein kinase catalytic subunit alpha-1;AMPK SUBUNIT BETA-2,Homo sapiens;Homo sapiens,B,A
IF817,(AdenylateSensor)(AMPKBI),1509,1,12,P 1 21 1,A2B2C2(1),7myj,3,989.8,AB,(AMPK1_CBM)_(AMPKBI);(Pkinase)_(AdenylateSensor),1,1,1,A2B2C2,ABC,1,ABC,1,AAPK2_HUMAN;AAKB1_HUMAN,,,,,,,,,,,"AMPK SUBUNIT ALPHA-2,ACETYL-COA CARBOXYLASE KINASE,ACACA KINASE,HYDROXYMETHYLGLUTARYL-COA REDUCTASE KINASE,HMGCR KINASE;AMPKB",Homo sapiens;Homo sapiens,A,B
IF1459,(Ank_2)(LIM),1820,1,1,P 1,AB(2),3f6q,1,227.9,AB,(Ank_2)_(Ank_2);(LIM),1,1,1,AB,AB,1,AB,1,ILK_HUMAN;LIMS1_HUMAN,,,,,,,,,,,"ILK-1, ILK-2, 59 KDA SERINE/THREONINE-PROTEIN KINASE, P59ILK;PARTICULARLY INTERESTING NEW CYS-HIS PROTEIN 1, PINCH-1, RENAL CARCINOMA ANTIGEN NY-REN-48",Homo sapiens;Homo sapiens,A,B
IF1466,(Ank_2)(LIM),1820,2,1,P 1,AB(2),3f6q,5,203.4,AB,(Ank_2)_(Ank_2);(LIM),0,0,0,AB,AB,1,AB,1,ILK_HUMAN;LIMS1_HUMAN,,,,,,,,,,,"ILK-1, ILK-2, 59 KDA SERINE/THREONINE-PROTEIN KINASE, P59ILK;PARTICULARLY INTERESTING NEW CYS-HIS PROTEIN 1, PINCH-1, RENAL CARCINOMA ANTIGEN NY-REN-48",Homo sapiens;Homo sapiens,A,B
IF1461,(Ank_2)(LIM),1820,1,2,P 21 21 21,AB,3ixe,1,227.6,AB,(Ank_2)_(Ank_2);(LIM),1,1,0,AB,AB,1,A,1,ILK_HUMAN;LIMS2_HUMAN,,,,,,,,,,,"ILK-1, ILK-2, 59 KDA SERINE/THREONINE-PROTEIN KINASE, P59ILK;PARTICULARLY INTERESTING NEW CYS-HIS PROTEIN 2, PINCH-2, LIM-LIKE PROTEIN 2",Homo sapiens;Homo sapiens,A,B
IF1468,(Ank_2)(LIM),1820,2,2,P 21 21 21,AB,3ixe,4,207.4,AB,(Ank_2)_(Ank_2);(LIM),0,0,0,AB,AB,1,A,1,ILK_HUMAN;LIMS2_HUMAN,,,,,,,,,,,"ILK-1, ILK-2, 59 KDA SERINE/THREONINE-PROTEIN KINASE, P59ILK;PARTICULARLY INTERESTING NEW CYS-HIS PROTEIN 2, PINCH-2, LIM-LIKE PROTEIN 2",Homo sapiens;Homo sapiens,A,B
IF1460,(Ank_2)(LIM),1820,1,1,P 1,AB(1),4hi8,1,230.95,AB,(Ank_2)_(Ank_2);(LIM),1,1,1,AB,AB,1,AB,1,ILK_HUMAN;LIMS1_HUMAN,,,,,,,,,,,"59 KDA SERINE/THREONINE-PROTEIN KINASE, ILK-1, ILK-2, P59ILK;PARTICULARLY INTERESTING NEW CYS-HIS PROTEIN 1, PINCH-1, RENAL CARCINOMA ANTIGEN NY-REN-48",Homo sapiens;Homo sapiens,A,B
IF1467,(Ank_2)(LIM),1820,2,1,P 1,AB(1),4hi8,5,185.05,AB,(Ank_2)_(Ank_2);(LIM),0,0,0,AB,AB,1,AB,1,ILK_HUMAN;LIMS1_HUMAN,,,,,,,,,,,"59 KDA SERINE/THREONINE-PROTEIN KINASE, ILK-1, ILK-2, P59ILK;PARTICULARLY INTERESTING NEW CYS-HIS PROTEIN 1, PINCH-1, RENAL CARCINOMA ANTIGEN NY-REN-48",Homo sapiens;Homo sapiens,A,B
IF1458,(Ank_2)(LIM),1820,1,1,P 1,AB(2),4hi9,1,222.65,AB,(Ank_2)_(Ank_2);(LIM),1,1,1,AB,AB,1,AB,1,ILK_HUMAN;LIMS1_HUMAN,,,,,,,,,,,"59 KDA SERINE/THREONINE-PROTEIN KINASE, ILK-1, ILK-2, P59ILK;PARTICULARLY INTERESTING NEW CYS-HIS PROTEIN 1, PINCH-1, RENAL CARCINOMA ANTIGEN NY-REN-48",Homo sapiens;Homo sapiens,A,B
IF1465,(Ank_2)(LIM),1820,2,1,P 1,AB(2),4hi9,6,213.05,AB,(Ank_2)_(Ank_2);(LIM),0,0,0,AB,AB,1,AB,1,ILK_HUMAN;LIMS1_HUMAN,,,,,,,,,,,"59 KDA SERINE/THREONINE-PROTEIN KINASE, ILK-1, ILK-2, P59ILK;PARTICULARLY INTERESTING NEW CYS-HIS PROTEIN 1, PINCH-1, RENAL CARCINOMA ANTIGEN NY-REN-48",Homo sapiens;Homo sapiens,A,B
IF2283,(ATP-synt_C)(Renin_r),35981,1,3,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOP(1),6vq6,13,499.1,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3F3GHIJKLMNOP,A9B3C3D3E3F3GHIJKLMNOP,1,-,-1,VATL_RAT;RENR_RAT,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN/PRORENIN RECEPTOR",Rattus norvegicus;Rattus norvegicus,i,p
IF2271,(ATP-synt_C)(Renin_r),35981,1,4,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOP(2),6vq7,11,515.95,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3F3GHIJKLMNOP,A9B3C3D3E3F3GHIJKLMNOP,1,-,-1,VATL_RAT;RENR_RAT,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN/PRORENIN RECEPTOR",Rattus norvegicus;Rattus norvegicus,i,p
IF2278,(ATP-synt_C)(Renin_r),35981,1,5,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOP(3),6vq8,13,504.1,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3F3GHIJKLMNOP,A9B3C3D3E3F3GHIJKLMNOP,1,-,-1,VATL_RAT;RENR_RAT,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN/PRORENIN RECEPTOR",Rattus norvegicus;Rattus norvegicus,i,p
IF2270,(ATP-synt_C)(Renin_r),35981,1,9,P 1(EMI),A9BCDEFGHIJ(1),6vqc,34,499,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9BCDEFGHIJ,A9BCDEFGHIJ,1,-,-1,VATL_RAT;RENR_RAT,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN/PRORENIN RECEPTOR",Rattus norvegicus;Rattus norvegicus,i,p
IF2268,(ATP-synt_C)(Renin_r),35981,1,10,P 1(EMI),A9BCDEFGHIJ(2),6vqg,34,516.05,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9BCDEFGHIJ,A9BCDEFGHIJ,1,-,-1,VATL_RAT;RENR_RAT,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN/PRORENIN RECEPTOR",Rattus norvegicus;Rattus norvegicus,i,p
IF2266,(ATP-synt_C)(Renin_r),35981,1,11,P 1(EMI),A9BCDEFGHIJ(3),6vqh,31,504,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9BCDEFGHIJ,A9BCDEFGHIJ,1,-,-1,VATL_RAT;RENR_RAT,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN/PRORENIN RECEPTOR",Rattus norvegicus;Rattus norvegicus,i,p
IF2254,(ATP-synt_C)(Renin_r),35981,1,12,P 1(EMI),A9BCDEFGH,6wlw,16,423.3,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9BCDEFGH,A9BCDEFGH,1,-,-1,VATL_HUMAN;RENR_HUMAN,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,ER-LOCALIZED TYPE I TRANSMEMBRANE ADAPTER,EMBRYONIC LIVER DIFFERENTIATION FACTOR 10,N14F,RENIN/PRORENIN RECEPTOR,VACUOLAR ATP SYNTHASE MEMBRANE SECTOR-ASSOCIATED PROTEIN M8-9,V-ATPASE M8.9 SUBUNIT",Homo sapiens;Homo sapiens,3,V
IF2251,(ATP-synt_C)(Renin_r),35981,1,6,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOPQ(1),6wm2,54,424.1,AB,(Renin_r);(ATP-synt_C)_(ATP-synt_C),1,1,0,A9B3C3D3E3F3GHIJKLMNOPQ,A9B3C3D3E3F3GHIJKLMNOPQ,1,-,-1,RENR_HUMAN;VATL_HUMAN,,,,,,,,,,,"ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,ER-LOCALIZED TYPE I TRANSMEMBRANE ADAPTER,EMBRYONIC LIVER DIFFERENTIATION FACTOR 10,N14F,RENIN/PRORENIN RECEPTOR,VACUOLAR ATP SYNTHASE MEMBRANE SECTOR-ASSOCIATED PROTEIN M8-9,V-ATPASE M8.9 SUBUNIT;V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT",Homo sapiens;Homo sapiens,3,V
IF2248,(ATP-synt_C)(Renin_r),35981,1,7,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOPQ(2),6wm3,69,439.05,AB,(Renin_r);(ATP-synt_C)_(ATP-synt_C),1,1,0,A9B3C3D3E3F3GHIJKLMNOPQ,A9B3C3D3E3F3GHIJKLMNOPQ,1,-,-1,RENR_HUMAN;VATL_HUMAN,,,,,,,,,,,"ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,ER-LOCALIZED TYPE I TRANSMEMBRANE ADAPTER,EMBRYONIC LIVER DIFFERENTIATION FACTOR 10,N14F,RENIN/PRORENIN RECEPTOR,VACUOLAR ATP SYNTHASE MEMBRANE SECTOR-ASSOCIATED PROTEIN M8-9,V-ATPASE M8.9 SUBUNIT;V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT",Homo sapiens;Homo sapiens,3,V
IF2245,(ATP-synt_C)(Renin_r),35981,1,8,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOPQ(3),6wm4,16,432.25,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3F3GHIJKLMNOPQ,A9B3C3D3E3F3GHIJKLMNOPQ,1,-,-1,VATL_HUMAN;RENR_HUMAN,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,ER-LOCALIZED TYPE I TRANSMEMBRANE ADAPTOR,EMBRYONIC LIVER DIFFERENTIATION FACTOR 10,N14F,RENIN/PRORENIN RECEPTOR,VACUOLAR ATP SYNTHASE MEMBRANE SECTOR-ASSOCIATED PROTEIN M8-9,V-ATPASE M8.9 SUBUNIT",Homo sapiens;Homo sapiens,3,V
IF2261,(ATP-synt_C)(Renin_r),35981,1,1,P 1(EMI),A9B3C3D3E3FGHIJKLMNOP(1),6xbw,25,133.95,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3FGHIJKLMNOP,A9B3C3D3E3FGHIJKLMNOP,1,-,-1,VATL_BOVIN;RENR_BOVIN,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN/PRORENIN RECEPTOR,VACUOLAR ATP SYNTHASE MEMBRANE SECTOR-ASSOCIATED PROTEIN M8-9,V-ATPASE M8.9 SUBUNIT",Bos taurus;Bos taurus,n,r
IF2260,(ATP-synt_C)(Renin_r),35981,1,13,P 1(EMI),A9B3C3D3E3FGHIJKLMN,6xby,9,125.3,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3FGHIJKLMN,A9B3C3D3E3FGHIJKLMN,1,-,-1,VATL_BOVIN;RENR_BOVIN,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN/PRORENIN RECEPTOR,VACUOLAR ATP SYNTHASE MEMBRANE SECTOR-ASSOCIATED PROTEIN M8-9,V-ATPASE M8.9 SUBUNIT",Bos taurus;Bos taurus,n,r
IF2264,(ATP-synt_C)(Renin_r),35981,1,2,P 1(EMI),A9B3C3D3E3FGHIJKLMNOP(2),7khr,23,134.75,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3FGHIJKLMNOP,A9B3C3D3E3FGHIJKLMNOP,1,-,-1,VATL_BOVIN;RENR_BOVIN,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN/PRORENIN RECEPTOR,VACUOLAR ATP SYNTHASE MEMBRANE SECTOR-ASSOCIATED PROTEIN M8-9,V-ATPASE M8.9 SUBUNIT",Bos taurus;Bos taurus,n,r
IF2236,(ATP-synt_C)(Renin_r),35981,1,18,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOPQR,7u4t,69,427.5,AB,(Renin_r);(ATP-synt_C)_(ATP-synt_C),1,1,0,A9B3C3D3E3F3GHIJKLMNOPQR,A9B3C3D3E3F3GHIJKLMNOPQR,1,-,-1,RENR_HUMAN;VATL_HUMAN,,,,,,,,,,,"ATPASE H(+)-TRANSPORTING LYSOSOMAL ACCESSORY PROTEIN 2,ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,ER-LOCALIZED TYPE I TRANSMEMBRANE ADAPTER,EMBRYONIC LIVER DIFFERENTIATION FACTOR 10,N14F,RENIN/PRORENIN RECEPTOR,VACUOLAR ATP SYNTHASE MEMBRANE SECTOR-ASSOCIATED PROTEIN M8-9,V-ATPASE M8.9 SUBUNIT;V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT",Homo sapiens;Homo sapiens,V,3
IF2233,(ATP-synt_C)(Renin_r),35981,1,14,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOPQR,7u8o,36,392.5,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3F3GHIJKLMNOPQR,A9B3C3D3E3F3GHIJKLMNOPQR,1,-,-1,A0A4X1VUN6_PIG;A0A287AJK1_PIG,,,,,,,,,,,"V-type proton ATPase proteolipid subunit;ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN RECEPTOR,RENIN/PRORENIN RECEPTOR",Sus scrofa;Sus scrofa,i,p
IF2230,(ATP-synt_C)(Renin_r),35981,1,15,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOPQ(1),7u8p,22,460,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3F3GHIJKLMNOPQ,A9B3C3D3E3F3GHIJKLMNOPQ,1,-,-1,A0A4X1VUN6_PIG;A0A287AJK1_PIG,,,,,,,,,,,"V-type proton ATPase proteolipid subunit;ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN RECEPTOR,RENIN/PRORENIN RECEPTOR",Sus scrofa;Sus scrofa,i,p
IF2227,(ATP-synt_C)(Renin_r),35981,1,16,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOPQ(2),7u8q,33,101.2,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3F3GHIJKLMNOPQ,A9B3C3D3E3F3GHIJKLMNOPQ,1,-,-1,A0A4X1VUN6_PIG;A0A287AJK1_PIG,,,,,,,,,,,"V-type proton ATPase proteolipid subunit;ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN RECEPTOR,RENIN/PRORENIN RECEPTOR",Sus scrofa;Sus scrofa,j,p
IF2226,(ATP-synt_C)(Renin_r),35981,1,17,P 1(EMI),A9B3C3D3E3F3GHIJKLMNOPQ(3),7u8r,22,120.5,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3F3GHIJKLMNOPQ,A9B3C3D3E3F3GHIJKLMNOPQ,1,-,-1,A0A4X1VUN6_PIG;A0A287AJK1_PIG,,,,,,,,,,,"V-type proton ATPase proteolipid subunit;ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN RECEPTOR,RENIN/PRORENIN RECEPTOR",Sus scrofa;Sus scrofa,i,p
IF2225,(ATP-synt_C)(Renin_r),35981,1,19,P 1(EMI),A9B3C3D3E3FGHIJKLMNOPQ,7unf,49,349.35,AB,(ATP-synt_C)_(ATP-synt_C);(Renin_r),1,1,0,A9B3C3D3E3FGHIJKLMNOPQ,A9B3C3D3E3FGHIJKLMNOPQ,1,-,-1,VATL_HUMAN;A0A1B0GVW0_HUMAN,,,,,,,,,,,"V-ATPASE 16 KDA PROTEOLIPID SUBUNIT,VACUOLAR PROTON PUMP 16 KDA PROTEOLIPID SUBUNIT;ATPASE H(+)-TRANSPORTING LYSOSOMAL-INTERACTING PROTEIN 2,RENIN RECEPTOR,RENIN/PRORENIN RECEPTOR",Homo sapiens;Homo sapiens,5,r
IF2494,(ATP-synt_G)(Mt_ATP-synt_B),43303,1,13,P 1(EMI),A8B3C3DEFGHIJKLMNOPQ,6tt7,12,426.45,AB ,(ATP-synt_G);(Mt_ATP-synt_B),1,1,1,A8B3C3DEFGHIJKLMNOPQ,A8B3C3DEFGHIJKLMNOPQ,1,A8B3C3DEFGHIJKLMNOPQ,1,W5Q5U7_SHEEP;W5QEA9_SHEEP,,,,,,,,,,,ATP synthase subunit;ATP synthase subunit b,Ovis aries;Ovis aries,S,K
IF2498,(ATP-synt_G)(Mt_ATP-synt_B),43303,1,18,P 1(EMI),A8BCDEFGHIJ(2),6za9,20,426.5,AB ,(Mt_ATP-synt_B);(ATP-synt_G),1,1,1,A8BCDEFGHIJ,A8BCDEFGHIJ,1,A8BCDEFGHIJ,1,W5QEA9_SHEEP;W5Q5U7_SHEEP,,,,,,,,,,,ATP synthase subunit b;ATP synthase subunit,Ovis aries;Ovis aries,S,K
IF2499,(ATP-synt_G)(Mt_ATP-synt_B),43303,1,19,P 1(EMI),A8BCDEFGHIJ(3),6zbb,28,367.35,AB ,(Mt_ATP-synt_B);(ATP-synt_G),1,1,0,A8BCDEFGHIJ,A8BCDEFGHIJ,1,-,-1,AT5F1_BOVIN;ATP5L_BOVIN,,,,,,,,,,,"ATP SYNTHASE PERIPHERAL STALK-MEMBRANE SUBUNIT B,ATP SYNTHASE SUBUNIT B,ATPASE SUBUNIT B;ATPASE SUBUNIT G,ATP SYNTHASE MEMBRANE SUBUNIT G",Bos taurus;Bos taurus,g,b
IF2495,(ATP-synt_G)(Mt_ATP-synt_B),43303,1,14,P 1(EMI),A3BCDEFGHIJKLM(1),6ziq,20,337.25,AB ,(ATP-synt_G);(Mt_ATP-synt_B),1,1,0,A3BCDEFGHIJKLM,A3BCDEFGHIJKLM,1,-,-1,ATP5L_BOVIN;AT5F1_BOVIN,,,,,,,,,,,"ATPASE SUBUNIT G,ATP SYNTHASE MEMBRANE SUBUNIT G;ATP SYNTHASE PERIPHERAL STALK-MEMBRANE SUBUNIT B,ATP SYNTHASE SUBUNIT B,ATPASE SUBUNIT B",Bos taurus;Bos taurus,g,b
